"시점","지수별",데이터
"2021.10","소매판매액지수(전월비)(%)",0.4
"2021.10","내수출하지수(전월비)(%)",-0.6
"2021.10","수입액(전월비)(%)",0.4
"2021.10","비농림어업취업자수(전월비)(%)",0.2
"2021.10","동행지수 순환변동치",100.9
"2021.10","〔순환변동치 전월차〕(p)",0.1
"2021.10","후행종합지수(2015=100)",122.6
"2021.10","후행종합지수 전월비(%)",0.5
"2021.10","생산자제품재고지수(전월비)(%)",2.7
"2021.10","소비자물가지수변화율(서비스)(전월차)(%p)",0.4
"2021.10","소비재수입액(전월비)(%)",-0.2
"2021.10","취업자수(전월비)(%)",0.2
"2021.10","CP유통수익률(전월차)(%p)",0.1
"2021.11","선행종합지수(2015=100)",127.4
"2021.11","선행종합지수 전월비(%)",-0.1
"2021.11","재고순환지표(전월차)(%p)",-4.4
"2021.11","경제심리지수(전월차)(p)",0.3
"2021.11","기계류내수출하지수(선박제외)(전월비)(%)",-1.9
"2021.11","건설수주액(전월비)(%)",-4.3
"2021.11","수출입물가비율(전월비)(%)",-1.3
"2021.11","코스피(전월비)(%)",-2.3
"2021.11","장단기금리차(전월차)(%p)",0.10
"2021.11","선행지수 순환변동치",100.4
"2021.11","〔순환변동치 전월차〕(p)",-0.3
"2021.11","선행지수 전년동월비(%)",4.3
"2021.11","〔전년동월비 전월차〕(%p)",-0.7
"2021.11","동행종합지수(2015=100)",118.5
"2021.11","동행종합지수 전월비(%)",0.3
"2021.11","광공업생산지수(전월비)(%)",-0.2
"2021.11","서비스업생산지수(도소매업제외)(전월비)(%)",0.9
"2021.11","건설기성액(전월비)(%)",0.5
"2021.11","소매판매액지수(전월비)(%)",0.1
"2021.11","내수출하지수(전월비)(%)",-0.2
"2021.11","수입액(전월비)(%)",0.4
"2021.11","비농림어업취업자수(전월비)(%)",0.2
"2021.11","동행지수 순환변동치",101.1
"2021.11","〔순환변동치 전월차〕(p)",0.2
"2021.11","후행종합지수(2015=100)",123.2
"2021.11","후행종합지수 전월비(%)",0.5
"2021.11","생산자제품재고지수(전월비)(%)",1.6
"2021.11","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2021.11","소비재수입액(전월비)(%)",2.3
"2021.11","취업자수(전월비)(%)",0.2
"2021.11","CP유통수익률(전월차)(%p)",0.1
"2021.12","선행종합지수(2015=100)",127.7
"2021.12","선행종합지수 전월비(%)",0.2
"2021.12","재고순환지표(전월차)(%p)",-0.9
"2021.12","경제심리지수(전월차)(p)",0.0
"2021.12","기계류내수출하지수(선박제외)(전월비)(%)",0.3
"2021.12","건설수주액(전월비)(%)",-1.1
"2021.12","수출입물가비율(전월비)(%)",-0.8
"2021.12","코스피(전월비)(%)",-1.7
"2021.12","장단기금리차(전월차)(%p)",-0.02
"2021.12","선행지수 순환변동치",100.2
"2021.12","〔순환변동치 전월차〕(p)",-0.2
"2021.12","선행지수 전년동월비(%)",3.8
"2021.12","〔전년동월비 전월차〕(%p)",-0.5
"2021.12","동행종합지수(2015=100)",119.5
"2021.12","동행종합지수 전월비(%)",0.8
"2021.12","광공업생산지수(전월비)(%)",1.8
"2021.12","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2021.12","건설기성액(전월비)(%)",2.2
"2021.12","소매판매액지수(전월비)(%)",0.6
"2021.12","내수출하지수(전월비)(%)",1.4
"2021.12","수입액(전월비)(%)",1.2
"2021.12","비농림어업취업자수(전월비)(%)",0.1
"2021.12","동행지수 순환변동치",101.8
"2021.12","〔순환변동치 전월차〕(p)",0.7
"2021.12","후행종합지수(2015=100)",123.8
"2021.12","후행종합지수 전월비(%)",0.5
"2021.12","생산자제품재고지수(전월비)(%)",1.7
"2021.12","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2021.12","소비재수입액(전월비)(%)",1.9
"2021.12","취업자수(전월비)(%)",0.1
"2021.12","CP유통수익률(전월차)(%p)",0.1
"2022.01 p)","선행종합지수(2015=100)",128.0
"2022.01 p)","선행종합지수 전월비(%)",0.2
"2022.01 p)","재고순환지표(전월차)(%p)",0.6
"2022.01 p)","경제심리지수(전월차)(p)",0.0
"2022.01 p)","기계류내수출하지수(선박제외)(전월비)(%)",1.8
"2022.01 p)","건설수주액(전월비)(%)",7.9
"2022.01 p)","수출입물가비율(전월비)(%)",-0.7
"2022.01 p)","코스피(전월비)(%)",-1.4
"2022.01 p)","장단기금리차(전월차)(%p)",-0.11
"2022.01 p)","선행지수 순환변동치",100.1
"2022.01 p)","〔순환변동치 전월차〕(p)",-0.1
"2022.01 p)","선행지수 전년동월비(%)",3.5
"2022.01 p)","〔전년동월비 전월차〕(%p)",-0.3
"2022.01 p)","동행종합지수(2015=100)",120.4
"2022.01 p)","동행종합지수 전월비(%)",0.8
"2022.01 p)","광공업생산지수(전월비)(%)",1.8
"2022.01 p)","서비스업생산지수(도소매업제외)(전월비)(%)",0.1
"2022.01 p)","건설기성액(전월비)(%)",1.3
"2022.01 p)","소매판매액지수(전월비)(%)",-0.2
"2022.01 p)","내수출하지수(전월비)(%)",1.5
"2022.01 p)","수입액(전월비)(%)",2.5
"2022.01 p)","비농림어업취업자수(전월비)(%)",0.1
"2022.01 p)","동행지수 순환변동치",102.4
"2022.01 p)","〔순환변동치 전월차〕(p)",0.6
"2022.01 p)","후행종합지수(2015=100)",124.3
"2022.01 p)","후행종합지수 전월비(%)",0.4
"2022.01 p)","생산자제품재고지수(전월비)(%)",0.6
"2022.01 p)","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2022.01 p)","소비재수입액(전월비)(%)",4.4
"2022.01 p)","취업자수(전월비)(%)",0.2
"2022.01 p)","CP유통수익률(전월차)(%p)",0.1
"2022.02 p)","선행종합지수(2015=100)",128.0
"2022.02 p)","선행종합지수 전월비(%)",0.0
"2022.02 p)","재고순환지표(전월차)(%p)",-1.5
"2022.02 p)","경제심리지수(전월차)(p)",-0.2
"2022.02 p)","기계류내수출하지수(선박제외)(전월비)(%)",-1.2
"2022.02 p)","건설수주액(전월비)(%)",2.6
"2022.02 p)","수출입물가비율(전월비)(%)",-1.6
"2022.02 p)","코스피(전월비)(%)",-2.7
"2022.02 p)","장단기금리차(전월차)(%p)",-0.03
"2022.02 p)","선행지수 순환변동치",99.8
"2022.02 p)","〔순환변동치 전월차〕(p)",-0.3
"2022.02 p)","선행지수 전년동월비(%)",2.9
"2022.02 p)","〔전년동월비 전월차〕(%p)",-0.6
"2022.02 p)","동행종합지수(2015=100)",120.8
"2022.02 p)","동행종합지수 전월비(%)",0.3
"2022.02 p)","광공업생산지수(전월비)(%)",1.3
"2022.02 p)","서비스업생산지수(도소매업제외)(전월비)(%)",-0.6
"2022.02 p)","건설기성액(전월비)(%)",-1.0
"2022.02 p)","소매판매액지수(전월비)(%)",0.0
"2022.02 p)","내수출하지수(전월비)(%)",0.6
"2022.02 p)","수입액(전월비)(%)",-0.2
"2022.02 p)","비농림어업취업자수(전월비)(%)",0.6
"2022.02 p)","동행지수 순환변동치",102.6
"2022.02 p)","〔순환변동치 전월차〕(p)",0.2
"2022.02 p)","후행종합지수(2015=100)",124.9
"2022.02 p)","후행종합지수 전월비(%)",0.5
"2022.02 p)","생산자제품재고지수(전월비)(%)",0.9
"2022.02 p)","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2022.02 p)","소비재수입액(전월비)(%)",3.1
"2022.02 p)","취업자수(전월비)(%)",0.6
"2022.02 p)","CP유통수익률(전월차)(%p)",0.1
"2022.03 p)","선행종합지수(2015=100)",128.0
"2022.03 p)","선행종합지수 전월비(%)",0.0
"2022.03 p)","재고순환지표(전월차)(%p)",-1.3
"2022.03 p)","경제심리지수(전월차)(p)",-0.4
"2022.03 p)","기계류내수출하지수(선박제외)(전월비)(%)",-1.2
"2022.03 p)","건설수주액(전월비)(%)",4.1
"2022.03 p)","수출입물가비율(전월비)(%)",-2.3
"2022.03 p)","코스피(전월비)(%)",-3.4
"2022.03 p)","장단기금리차(전월차)(%p)",0.13
"2022.03 p)","선행지수 순환변동치",99.5
"2022.03 p)","〔순환변동치 전월차〕(p)",-0.3
"2022.03 p)","선행지수 전년동월비(%)",2.5
"2022.03 p)","〔전년동월비 전월차〕(%p)",-0.4
"2022.03 p)","동행종합지수(2015=100)",120.8
"2022.03 p)","동행종합지수 전월비(%)",0.0
"2022.03 p)","광공업생산지수(전월비)(%)",0.7
"2022.03 p)","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2022.03 p)","건설기성액(전월비)(%)",-3.1
"2022.03 p)","소매판매액지수(전월비)(%)",-0.8
"2022.03 p)","내수출하지수(전월비)(%)",-0.2
"2022.03 p)","수입액(전월비)(%)",-0.8
"2022.03 p)","비농림어업취업자수(전월비)(%)",0.5
"2022.03 p)","동행지수 순환변동치",102.4
"2022.03 p)","〔순환변동치 전월차〕(p)",-0.2
"2022.03 p)","후행종합지수(2015=100)",125.4
"2022.03 p)","후행종합지수 전월비(%)",0.4
"2022.03 p)","생산자제품재고지수(전월비)(%)",0.3
"2022.03 p)","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2022.03 p)","소비재수입액(전월비)(%)",1.1
"2022.03 p)","취업자수(전월비)(%)",0.5
"2022.03 p)","CP유통수익률(전월차)(%p)",0.0
