"에너지원별(1)",에너지원별(2),에너지원별(3),2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"에너지원별(1)",에너지원별(2),에너지원별(3),전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지",바이오 (toe),우드칩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5505,0,0,5370,0,0,0,0,0,0,0,0,0,0,135,0,0,5742,-,-,5607,-,-,-,-,-,-,-,-,-,-,135,-,-,13320,0,0,13320,0,0,0,0,0,0,0,0,0,0,0,0,0,20075,0,0,20075,0,0,0,0,0,0,0,0,0,0,0,0,0,132230,-,-,24676,15247,-,-,19978,14960,-,-,-,57369,-,-,-,-,163022,-,-,50448,23413,-,-,28561,24600,-,-,-,36000,-,-,-,-,164542,-,6716,41375,605,-,-,30084,34829,2567,2318,2714,40846,2489,-,-,-,168465,-,6716,28696,4775,-,-,22750,-,39474,5701,3864,11475,38963,6052,-,-,-,190687,-,6132,16488,53502,-,-,-,-,61235,700,3864,19354,22966,6446,-,-,-,373308,-,7426,32035,246258,-,-,-,-,54738,138,-,3232,18150,7999,-,-,3332,223392,-,7884,34910,61933,-,-,-,-,104969,200,-,8853,320,-,-,-,4322,122443,-,7728,31103,32255,-,-,-,-,41141,-,-,3654,263,473,-,-,5828,140232,-,7828,37013,36733,-,-,24134,-,29770,-,-,6,-,322,-,-,4425,226865,-,7010,20265,69438,-,-,25081,-,28468,348,-,71634,690,812,524,-,2595,237346,-,7174,22443,49200,-,-,32065,-,34680,3110,-,77907,4140,4050,524,-,2054
"① 재생에너지",바이오 (toe),성형탄,32298,1644,1644,1644,4164,1644,1644,1644,1644,1644,3781,2205,1644,1644,2425,1644,1644,34170,1736,1736,1736,3438,1736,1736,1736,4256,1736,3111,2248,1736,1736,2023,1736,1736,35269,1799,1799,1799,3531,1799,1799,1799,4248,1799,3203,2354,1799,1799,2144,1799,1799,29186,1626,1626,1626,2214,1626,1626,1626,1920,1626,3180,2193,1626,1626,1798,1626,1626,24102,1309,1309,1309,1855,1309,1309,1309,2000,1309,2821,1561,1309,1309,1472,1309,1309,23053,1109,1109,1109,2374,1109,1109,1109,3226,1109,2900,1109,1109,1109,1242,1109,1109,24591,1235,1235,1235,2500,1235,1235,1235,3035,1235,2880,1235,1235,1235,1355,1235,1235,23857,1190,1190,1190,2455,1190,1190,1190,2855,1190,2875,1190,1190,1190,1392,1190,1190,23517,1151,1151,1151,1319,1151,1151,1151,1151,2831,1151,3251,1151,1151,1151,1151,1151,1151,24927,4473,1674,1168,1257,670,741,596,75,5501,1046,888,1129,925,1012,1574,1831,367,15828,2792,1055,735,800,423,469,379,60,3505,665,565,729,591,651,999,1170,240,15432,2642,1078,872,890,376,371,303,54,4207,372,463,605,499,508,897,1159,137,15663,2641,1083,880,902,382,373,306,61,4316,378,472,624,502,513,917,1174,141,17221,2920,1114,770,828,487,529,445,88,3961,708,632,756,593,677,1089,1329,296,16505,2776,1067,730,801,468,496,428,92,3837,671,603,722,571,645,1029,1275,295,10858,1788,677,443,454,301,330,314,54,2268,544,442,500,361,440,764,938,241
"① 재생에너지",바이오 (toe),임산연료,49166,0,0,0,0,0,14,0,1087,34107,2819,762,2161,437,5886,1892,0,50238,0,0,0,0,0,22,0,717,22362,3519,753,10213,267,10732,1652,0,43411,-,-,-,17,-,-,-,1065,24819,2274,716,10275,272,3455,522,-,41236,0,0,0,29,0,0,0,880,24134,1166,561,10350,134,3608,374,0,49309,0,0,0,14,0,0,0,2422,30700,1828,507,9860,34,3364,580,0,23419,-,-,-,13,-,-,-,1498,9275,1683,355,6670,34,3300,591,-,23665,-,-,-,11,-,-,-,2099,9178,1607,290,7176,32,3163,109,-,56481,-,-,-,14,-,-,-,957,10092,1663,372,7255,1200,34635,292,-,49622,-,-,-,-,-,-,-,-,101,7864,713,1216,-,1141,32824,5763,-,5163,-,-,-,-,-,-,-,-,461,2155,623,602,-,283,277,763,-,44790,-,-,-,-,-,-,-,-,2041,35921,408,1635,1148,2467,938,232,-,123810,-,-,-,-,-,-,-,-,3217,1098,544,2385,106,115775,669,15,-,648298,1274,-,1937,650,8996,8737,224,2268,42677,174098,91006,76683,73998,43823,83007,34026,4895,674167,2206,22,1733,2630,2603,6017,19954,3377,56314,144602,82482,57758,59658,53285,77774,96562,7190,131073,1,448,48,199,588,759,560,1,17736,20791,7362,5765,5075,12748,32578,22560,3854,142876,-,-,616,56,946,441,141,246,22292,29857,41174,19159,8379,7546,9360,2507,154
"① 재생에너지",바이오 (toe),목재펠릿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53577,32,0,18,95,0,219,29,4797,5304,11632,9800,3712,12189,3210,2539,0,23766,6,47,4,431,-,58,6,2968,2793,3596,3109,1543,4792,2517,1789,107,50995,6,214,18,899,-,152,72,6274,5250,6080,5599,3865,10223,5991,5979,372,120055,6,342,89,981,-,230,196,17905,7381,12444,8679,8515,15835,14868,30589,1997,268129,31,407,89,22996,-,265,240,302,20360,15403,14430,27398,11863,23418,16281,112271,2376,795215,1079,612,328,114749,6818,2629,-,1638,63954,27841,10198,180804,21952,61978,22416,258634,19584,823763,3420,1324,405,77583,1616,4799,254,279,49105,39042,25019,195843,35112,62447,39487,263790,24239,817172,776,1588,412,87938,-,4790,254,1923,45734,33311,26638,206592,70378,38435,28002,247825,22576,1099049,89,3205,3087,5554,-,4270,1093,1555,44267,132741,23121,178012,426895,41390,30708,179510,23554,1486488,117,9051,1543,981,-,4065,773,2495,34631,187891,28247,162997,715052,142498,31143,139398,25604,1543390,38,8875,418,981,-,1239,794,585,32888,208774,23415,153041,791593,144196,27331,124257,24964,1325675,38,5390,421,981,-,1335,775,593,27501,284092,22446,146897,682841,16550,24565,88022,23229
"① 재생에너지",바이오 (toe),폐목재,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149632,-,8600,11011,33124,-,-,18938,23754,-,3109,6333,36169,8209,-,385,-,149632,-,8600,11011,33124,-,-,18938,23754,-,3109,6333,36169,8209,-,385,-,140874,-,160,11011,68157,-,-,669,21531,-,1678,-,29205,8150,-,313,-,175983,-,-,-,71012,-,-,669,-,20002,15162,1801,2639,56275,8150,-,273,-,191142,-,-,-,50075,-,-,4854,-,21645,25300,1404,3233,80581,-,-,472,3578,103998,-,-,5,21749,-,-,371,-,7629,-,1739,19217,50328,2729,-,231,-,82395,-,-,9,12831,-,-,338,-,7019,-,1485,27432,32564,559,-,159,-,75605,-,-,-,6177,-,-,509,-,10790,-,809,29020,27565,613,-,124,-,73771,-,-,-,6359,-,-,-,-,12340,-,451,33800,20059,635,-,128,-,66663,-,-,-,6483,-,-,-,-,11704,-,363,27676,20393,-,-,45,-,72501,-,-,-,6523,-,-,-,-,11188,-,862,27676,26207,-,-,45,-
"① 재생에너지",바이오 (toe),흑액,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228337,-,-,-,-,-,-,228337,-,-,-,-,-,-,-,-,-,229254,-,-,-,-,-,-,229254,-,-,-,-,-,-,-,-,-,-,322304,-,-,-,-,-,-,322304,-,-,-,-,-,-,-,-,-,-,231008,-,-,-,-,-,-,231008,-,-,-,-,-,-,-,-,-,-,228848,-,-,-,-,-,-,228848,-,-,-,-,-,-,-,-,-,-,230016,-,-,-,-,-,-,230016,-,-,-,-,-,-,-,-,-,-,218902,-,-,-,-,-,-,218902,-,-,-,-,-,-,-,-,-,-,205286,-,-,-,-,-,-,205286,-,-,-,-,-,-,-,-,-,-,197589,-,-,-,-,-,-,197589,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),하수슬러지 고형연료,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17159,-,-,-,-,-,-,-,-,-,-,15886,-,-,-,1273,-,37574,-,-,-,-,-,-,-,-,-,-,-,22645,-,-,-,14929,-,41478,-,-,-,-,-,-,-,-,113,-,-,25009,-,4,2,16351,-,78484,9444,-,-,-,-,-,-,-,5973,-,3213,42875,-,12,-,16967,-,77843,-,-,-,-,-,-,-,-,17280,-,-,44885,-,-,-,15678,-,100749,-,-,-,-,-,-,-,-,29971,-,-,51588,-,-,-,19191,-,114451,-,-,-,-,-,-,-,-,26706,-,-,61407,-,-,1662,24675,-,102061,-,-,-,-,-,-,-,-,26651,-,-,70536,-,-,4873,-,-,154832,-,-,-,-,-,-,-,-,61193,-,-,64172,-,-,10636,18831,-
"① 재생에너지",바이오 (toe),Bio-SRF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527270,-,-,33176,8726,-,-,-,8955,117725,67463,3085,38760,62398,-,-,186982,-,208392,-,-,7138,13593,-,-,-,-,30975,65372,596,78635,10397,1296,-,390,-,281394,-,-,-,18793,-,-,-,1489,8929,68636,754,144995,34987,2811,-,-,-,437734,-,-,-,35638,-,-,-,17288,45345,68425,2659,181377,84861,2141,-,-,-,532943,-,-,-,43144,-,-,-,17703,86454,57030,2677,220347,103240,2205,-,142,-,510194,-,-,-,18118,-,-,-,16840,107586,66281,2321,181826,111143,3151,-,2927,-,501406,-,-,-,23594,-,-,-,17682,100196,49817,1605,169048,130656,5901,-,2336,570
"① 재생에너지",바이오 (toe),바이오중유,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113257,-,-,-,-,-,-,7315,-,957,-,-,-,-,-,-,-,104986,260203,-,-,13,-,-,-,41033,-,3871,-,-,-,-,-,-,-,215286,306175,-,-,1153,-,-,-,54825,-,3427,-,-,-,-,-,-,-,246770,266012,-,-,1935,-,-,-,106325,-,-,-,-,-,-,-,-,-,157751,344048,-,-,1484,-,-,-,112507,-,737,-,-,-,-,-,-,-,229320,488877,-,-,-,-,-,-,94980,-,-,-,-,-,-,-,-,-,393897,408559,-,-,-,-,-,-,118958,-,-,-,-,-,-,-,-,-,289602
"① 재생에너지",폐기물 (toe),소계,3705547,69511,76809,46222,121206,31433,32594,542446,492668,217328,167907,57182,78413,1408002,202324,146864,14638,3975272,84567,80609,40556,133182,31910,34173,583057,572298,281560,191814,48119,97367,1426354,200238,153518,15951,4319309,119948,90231,50409,162378,30272,34027,616805,563490,244956,230536,57198,136627,1469735,338259,158269,16169,4568568,146305,79208,44220,216294,29055,40958,560932,593412,411165,284884,59389,134255,1498964,286220,163845,19463,4558131,162941,74255,63129,167367,26922,36523,514625,655637,364632,294572,70043,143614,1486808,309199,165530,22336,4862296,177456,80387,91221,213743,29897,42062,223587,645046,434986,309093,64690,167560,1584197,597142,184629,16598,5121534,200111,81115,95932,117239,20962,43352,317945,656371,418812,451453,109393,137265,1349079,928719,180630,13157,5998509,177549,75384,54200,115854,23742,38671,382270,755548,557062,391970,782785,152865,1394229,839982,241435,14965,6502414,172422,74555,62800,108068,34442,34765,613295,34865,826427,666132,410375,796167,281046,1172069,1012245,184875,17867,6904733,162844,78731,66440,92773,30056,25847,337715,24029,642845,616879,335226,1150396,157894,865307,2145326,156882,15543,8436216,177290,76864,62816,133591,22305,35831,391785,46059,711202,722257,272761,1095488,178664,2656239,1600274,235257,17534,8742726,168614,64028,67993,143610,21900,48172,860753,60857,732965,478129,329078,1148352,228370,2464690,1718137,190904,16175,9358998,168115,126961,63708,150055,8587,63566,968451,21170,804462,431003,441741,1196477,195553,2636180,1851171,215103,16694,9084212,172088,110039,63169,132503,8119,77171,608709,23624,804206,457154,414756,1266072,184812,2634148,1896919,213278,17445,7049477,143488,91348,54045,105356,1771,72592,449788,20259,630549,431415,349888,976285,131373,1863901,1550827,155565,21028,1165993,69519,38974,21793,49071,1992,28363,85835,7547,241528,179556,152904,46066,52645,84735,35074,56979,13411
"① 재생에너지",폐기물 (toe),폐가스,1735080,0,0,1397,29961,0,0,286654,5824,0,2170,10882,4768,1294732,98693,0,0,1810812,0,0,726,33000,0,0,334086,7031,0,1335,17354,13012,1302307,95363,6597,0,1890017,-,-,726,31805,-,-,366842,6910,-,916,26138,13012,1342934,94135,6597,-,1969304,0,2431,709,52220,0,0,375362,10250,0,1030,26138,10852,1381184,77998,31130,0,2015279,0,2594,11668,34688,0,0,365672,13759,0,1056,38419,8559,1370655,137454,30755,0,2114825,-,-,-,26272,-,-,125128,365,-,1004,20473,6668,1418522,516393,-,-,2175167,-,1019,97,1985,-,-,141920,30256,-,2821,23084,4370,1181885,785579,2152,-,2999138,-,938,105,22242,-,-,283130,7713,-,2536,678691,6791,1278498,718495,-,-,3343253,-,1908,78,16431,-,-,504030,-,63992,-,1581,733594,7223,1120073,894343,-,-,4148491,-,970,28,754,-,-,200010,-,402,-,7917,1083498,1500,806484,2046929,-,-,5345343,1805,0,172,18048,-,-,256290,-,6902,-,13568,1011015,2970,2561401,1473172,-,-,5189393,-,-,-,19994,-,-,273578,-,4271,-,1596,1062636,1733,2223282,1602302,-,-,5561785,-,-,-,20903,-,-,339168,-,5754,-,741,1092528,3365,2366409,1732918,-,-,5628536,-,-,-,69,-,-,330172,-,5368,-,812,1166879,3428,2347848,1773960,-,-,4214432,-,-,-,53,-,-,218101,-,2974,-,608,888609,61,1654551,1449475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),산업폐기물,590546,896,1210,16981,20698,7980,12119,83877,163071,171,33655,8843,48469,106251,36885,49104,336,671060,896,1935,15210,18188,7980,10171,92266,223769,67,50328,3283,53172,103744,35977,54021,52,796016,896,1935,21275,22587,7980,10171,91780,204701,-,47298,3283,66266,103744,160028,54021,52,772544,0,1655,15449,41440,7980,18321,37134,248049,0,55341,3283,66704,104280,130470,40999,1440,802560,0,1618,26284,29150,7923,14990,51414,242641,0,66484,1359,68422,104280,139313,47616,1067,851834,308,5618,43410,40887,5126,16133,63318,271471,-,79045,11099,68136,119972,50292,74226,2793,873206,-,17469,49043,36360,5009,13684,59892,289412,-,81795,37979,66872,90624,53075,69448,2544,860472,-,17572,28603,17664,4869,14612,67102,295516,-,83306,55293,73437,67168,52968,79002,3358,886943,-,16794,32276,25914,14679,14166,80477,32038,308077,486,77008,16965,92213,40570,54586,76481,4213,780801,-,21226,41715,24181,12681,3156,78457,10777,265595,-,46145,28228,76927,45305,55356,67568,3484,925376,-,16174,37832,49207,5156,13943,70313,26511,310353,-,61409,36644,68685,63283,68156,93872,3838,944486,-,7257,45240,50090,9374,25340,112464,45745,287216,-,52937,20383,93988,48823,64436,77809,3384,953426,-,24901,42928,44839,8587,41035,102696,2003,303548,-,93404,34966,75557,46168,56821,72239,3733,944887,-,26474,41982,48655,8119,35611,105719,759,286195,-,106130,34503,72577,45548,53320,75583,3712,747659,-,21342,35646,43264,1771,33597,87434,639,225279,-,85451,32277,51143,31737,44347,50915,2816,308446,-,7601,13684,19121,1992,13238,31985,817,91639,-,47015,12618,20363,12163,17183,17940,1088
"① 재생에너지",폐기물 (toe),생활폐기물,28112,0,0,0,83,0,0,0,3256,1782,2018,8072,0,916,1268,10716,0,33794,1076,0,0,157,0,0,0,4663,811,1993,10271,159,916,2670,11079,0,35127,1076,-,-,109,-,-,-,4553,811,1993,10271,159,1685,3392,11079,-,44108,3366,0,0,198,0,0,0,3560,1228,6025,10271,0,2069,5040,10550,1803,58455,3436,0,0,195,0,0,0,8431,1076,0,10228,0,2069,10216,15644,7160,94406,3513,-,-,30,-,-,-,26768,1268,4005,8941,-,5145,15222,29514,-,184506,31560,-,21547,1357,-,-,-,34396,5034,7549,11875,9624,7971,33335,20257,-,147247,16323,-,-,-,-,-,-,28098,7724,6575,9718,10245,6933,33661,27970,-,169121,18264,3805,-,-,-,-,-,1735,50502,9164,11038,13465,-,4012,28203,26348,2585,157178,19904,-,-,2063,-,-,-,3263,33641,14108,21154,11207,-,9886,21106,20506,340,972271,175485,35029,24812,61068,17149,21888,35249,3611,279608,28051,29502,46964,46727,14401,26385,114175,12168,949551,168614,33051,22753,68142,12526,22832,31735,-,297543,22237,23354,64524,45505,13839,28414,83596,10886,1001529,168115,34070,18997,66222,-,22531,32493,3732,337103,24087,25613,65892,47344,19154,38541,86522,11112,994424,172088,34378,18857,61354,-,21796,36078,3919,333907,22963,26483,64690,46670,18879,38276,82410,11675,828116,143488,27885,16597,51514,-,18158,31108,3498,274071,18261,33785,52996,36590,13608,25689,63996,16872,410219,69519,13131,7319,26929,-,6197,15593,1790,127651,9147,17637,32250,19787,7144,12368,31433,12323
"① 재생에너지",폐기물 (toe),대형도시쓰레기,477118,68615,45777,27844,31864,16042,20100,22393,183206,0,0,11380,0,0,0,37455,12441,504940,82595,45425,24620,31610,17459,24002,21443,192750,0,0,11650,0,0,0,39071,14316,607833,117975,52246,27127,54447,16607,23855,21588,199756,-,-,11451,26866,-,-,41512,14403,638447,142939,54883,26795,57623,17051,22638,22084,202313,0,0,12417,25208,0,0,40798,13700,660511,159505,55699,23484,42425,16647,21533,21834,227969,0,0,12697,27076,0,0,38455,13188,717671,173635,53127,24318,64429,16277,24069,22847,232378,-,-,12578,41408,-,-,39326,13280,753252,168551,53728,24028,63192,14037,24096,19292,223575,-,24020,20803,40853,9803,-,56661,10613,748372,161226,54550,24314,64747,16230,22169,19576,225173,8986,15035,27808,40744,6443,-,50850,10522,698870,154158,37877,24594,57493,16523,20599,12013,-,220710,8977,16567,28193,42053,-,-,49542,9570,725420,142940,34772,24697,63169,16047,22692,32925,-,235449,8416,15809,27459,39078,-,-,52024,9944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),시멘트킬른보조연료,335135,-,-,-,-,-,-,-,-,215375,119760,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,244154,127319,0,0,0,0,0,0,375622,-,-,-,-,-,-,-,-,208084,167537,-,-,-,-,-,-,568110,0,0,0,0,0,0,0,0,370054,198056,0,0,0,0,0,0,543179,0,0,0,0,0,0,0,0,333848,209331,0,0,0,0,0,0,618082,-,-,-,-,-,-,-,-,430789,187293,-,-,-,-,-,-,681415,-,-,-,-,-,-,-,-,402133,274678,-,-,4605,-,-,-,752890,-,-,-,-,-,-,-,-,535197,214519,-,-,3174,-,-,-,899151,-,-,-,-,-,-,-,-,-,629514,266696,-,-,2942,-,-,-,837114,-,-,-,-,-,-,-,-,-,594283,239599,-,-,3231,-,-,-,807229,-,-,-,-,-,-,-,-,-,649857,150922,-,-,6450,-,-,-,661278,-,-,-,-,-,-,-,-,-,447704,205690,-,-,7884,-,-,-,654136,-,-,-,-,-,-,-,-,-,398446,247601,-,-,8088,-,-,-,626621,-,-,-,-,-,-,-,-,-,420029,198342,-,-,8250,-,-,-,577577,-,-,-,-,-,-,-,-,-,401657,168716,-,-,7204,-,-,-,234334,-,-,-,-,-,-,-,-,-,165815,65721,-,-,2798,-,-,-
"① 재생에너지",폐기물 (toe),SRF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58935,-,16913,-,-,-,-,1313,9989,3061,72,2733,5,24228,-,621,-,-,207638,-,25661,-,-,-,-,29616,15937,19514,44349,15862,865,40620,9444,5770,-,-,821614,-,23719,-,-,-,-,441630,15112,51183,8188,40853,810,69257,170862,-,-,-,1005761,-,67990,1784,13948,-,-,491475,15435,58991,8469,69253,3092,51921,196361,3445,23597,-,695021,-,49187,2330,14500,-,19763,132371,18947,76830,14162,77711,-,47051,213623,4106,24440,-,546511,-,42121,1802,9167,-,20836,109251,16122,55299,11497,55568,2404,34315,156801,11648,19680,-,212993,-,18242,790,3020,-,8928,38256,4940,22238,4594,22531,1199,12495,62630,5523,7607,-
"① 재생에너지",폐기물 (toe),RDF/RPF/TDF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36980,0,0,0,0,0,0,0,0,28841,8139,0,0,0,0,0,0,42984,-,-,-,-,-,-,-,-,33506,9478,-,-,-,-,-,-,60584,0,0,0,0,0,0,0,0,39884,20700,0,0,0,0,0,0,45393,0,0,0,0,0,0,0,0,29708,15685,0,0,0,0,0,0,93275,-,840,1140,5712,-,1860,4620,40654,2929,14040,180,2760,9480,5040,4020,-,220171,-,1374,1218,11584,-,1740,4476,78732,5082,59075,2274,3348,13714,6378,31176,-,261022,-,1535,1178,6858,-,1890,2967,98882,5155,60269,9893,6777,17997,5852,41770,-,286419,-,11421,5852,7107,-,-,12120,1092,61611,17991,35541,3950,124799,4058,877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
